transactionID	items
503	{tropical fruit,pip fruit,whole milk,curd,yogurt,brown bread,pastry,cereals}
504	{soda,fruit/vegetable juice}
505	{specialty chocolate}
506	{rolls/buns}
507	{meat}
508	{pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack}
509	{hamburger meat,hard cheese,pasta,canned vegetables}
510	{misc. beverages}
511	{soda}
512	{pork,whole milk,sliced cheese}
513	{pork,tropical fruit,root vegetables,onions,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,sliced cheese,ice cream,semi-finished bread,soda,newspapers}
514	{meat}
515	{sausage,chicken,other vegetables,whole milk,yogurt,rolls/buns,soda,hygiene articles,napkins,shopping bags}
516	{misc. beverages,fruit/vegetable juice}
517	{tropical fruit,other vegetables,waffles,napkins}
518	{other vegetables,whole milk,meat spreads,cake bar,chocolate,shopping bags}
519	{bottled beer}
520	{whole milk,cream cheese ,coffee}
521	{specialty bar}
522	{soda,bottled beer}
523	{sausage,rolls/buns,soda}
524	{root vegetables,other vegetables,whole milk,sliced cheese,frozen vegetables,frozen fish,frozen dessert,chocolate}
525	{root vegetables,onions,hard cheese,frozen vegetables}
526	{soda}
527	{chicken,root vegetables,whole milk,butter milk,rolls/buns,soda,dish cleaner,baby cosmetics,kitchen towels}
528	{frankfurter,meat,tropical fruit,whole milk,ice cream,salty snack,detergent}
529	{frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles}
530	{canned beer}
531	{UHT-milk}
532	{root vegetables,onions,whole milk,bottled water,dishes}
533	{tropical fruit,onions,whole milk,butter,dishes}
534	{dessert,soft cheese,rolls/buns}
535	{tropical fruit,long life bakery product}
536	{whole milk,pastry,newspapers}
537	{rolls/buns}
538	{finished products,root vegetables,packaged fruit/vegetables,yogurt,specialty cheese,frozen vegetables,ice cream,soda,bottled beer}
539	{pork,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,frozen meals,Instant food products,soda,fruit/vegetable juice,salty snack,specialty bar}
540	{dessert,yogurt}
541	{pork,beef,citrus fruit,root vegetables,herbs,other vegetables,roll products ,bottled water,bottled beer,specialty chocolate}
542	{ham,other vegetables,whole milk,frozen vegetables}
543	{citrus fruit,butter,condensed milk,frozen meals,margarine,male cosmetics,newspapers}
544	{pork,root vegetables,onions,dessert,whipped/sour cream,UHT-milk,brown bread,newspapers}
545	{bottled beer,shopping bags}
546	{whole milk,rolls/buns,syrup}
547	{meat,onions,other vegetables,chewing gum,dishes}
548	{root vegetables,yogurt,brown bread,pastry,flour,bottled water,pot plants}
549	{butter,brown bread,seasonal products}
550	{pip fruit}
551	{pork,other vegetables}
552	{frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags}
553	{root vegetables,onions,other vegetables,curd,whipped/sour cream,pickled vegetables,specialty vegetables}
554	{curd cheese,bottled water,white wine}
555	{bottled beer,light bulbs}
556	{sausage,meat,bottled water}
557	{other vegetables,UHT-milk,sugar,soda}
558	{soda,liquor (appetizer)}
559	{berries,butter milk,yogurt,pet care,soda,napkins}
560	{rolls/buns,canned fish}
561	{dish cleaner}
562	{other vegetables,red/blush wine}
563	{frozen meals,soda}
564	{chicken,packaged fruit/vegetables,frozen vegetables,frozen meals,misc. beverages,newspapers,flower (seeds)}
565	{pastry}
566	{canned beer}
567	{UHT-milk,baking powder}
568	{hard cheese,rolls/buns,sugar,candy}
569	{white bread,bottled beer}
570	{canned beer}
571	{pastry}
572	{rolls/buns,zwieback,chocolate marshmallow,dishes}
573	{citrus fruit,grapes,curd,bottled water,waffles}
574	{domestic eggs,canned beer,liquor (appetizer),chocolate marshmallow,shopping bags}
575	{sausage,spread cheese,domestic eggs,soda,shopping bags}
576	{beverages}
577	{pip fruit,coffee}
578	{semi-finished bread,bottled beer,liquor,candy}
579	{canned beer}
580	{ham,whole milk,dessert,processed cheese,domestic eggs,white bread,pickled vegetables,specialty vegetables,coffee,specialty chocolate,dental care,hygiene articles}
581	{pork,citrus fruit,pip fruit,root vegetables,whole milk,frozen dessert,rolls/buns,oil,coffee,bottled beer}
582	{curd,rolls/buns,long life bakery product}
583	{sausage,tropical fruit,root vegetables,other vegetables,whole milk,frozen vegetables,domestic eggs,flour,margarine,sugar,ketchup,baking powder,canned vegetables,bottled water,cooking chocolate,newspapers}
584	{canned beer,white wine}
585	{frankfurter,sausage,rolls/buns,soda,liquor (appetizer),specialty bar,shopping bags}
586	{tropical fruit,root vegetables,rolls/buns}
587	{frankfurter,popcorn}
588	{curd,processed cheese,rolls/buns,pastry,pickled vegetables,fruit/vegetable juice}
589	{ice cream}
590	{sausage,fish,UHT-milk}
591	{tropical fruit,ketchup,shopping bags}
592	{tropical fruit,other vegetables,yogurt,spread cheese,soda}
593	{curd}
594	{onions,whole milk,butter,frozen fish}
595	{misc. beverages}
596	{shopping bags}
597	{whole milk,dessert}
598	{bottled water,soda,chewing gum}
599	{pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles}
600	{UHT-milk,hygiene articles,cling film/bags,newspapers}
601	{brown bread,sugar,canned fish,coffee,soda}
602	{spices}
603	{tropical fruit,other vegetables}
604	{pork,root vegetables,whole milk,domestic eggs,pasta,ketchup,hygiene articles,newspapers}
605	{domestic eggs,pastry,hygiene articles}
606	{flour,sugar,cat food,misc. beverages,waffles}
607	{white bread,flour,fruit/vegetable juice,hygiene articles}
608	{whole milk,frozen vegetables,frozen meals,cereals,bottled beer}
609	{ham,rolls/buns,white wine}
610	{domestic eggs,misc. beverages}
611	{citrus fruit,tropical fruit,baking powder,fruit/vegetable juice,waffles,specialty bar,candles,flower (seeds)}
612	{yogurt,long life bakery product}
613	{bottled beer}
614	{other vegetables,soda,bottled beer,shopping bags}
615	{whole milk,soda}
616	{yogurt,processed cheese,frozen vegetables,rolls/buns}
617	{pip fruit,nuts/prunes,curd,frozen dessert,sweet spreads,light bulbs}
618	{pastry}
619	{rolls/buns,bottled beer}
620	{semi-finished bread}
621	{newspapers}
622	{napkins}
623	{beef,whole milk,butter,rolls/buns,pastry,cat food,hygiene articles}
624	{misc. beverages}
625	{fruit/vegetable juice,chocolate}
626	{fruit/vegetable juice}
627	{beef,dessert,sugar,bottled beer}
628	{other vegetables}
629	{hamburger meat,tropical fruit,herbs,other vegetables,whole milk,curd,ice cream,Instant food products,newspapers,shopping bags}
630	{yogurt,bottled water}
631	{soda}
632	{chicken,hamburger meat,citrus fruit,tropical fruit,root vegetables,other vegetables,butter,pasta,oil,detergent}
633	{beef,fish,yogurt,pastry,soda,specialty chocolate}
634	{pastry,soda}
635	{yogurt,bottled water}
636	{shopping bags}
637	{butter}
638	{whole milk,napkins}
639	{spread cheese,brown bread,canned beer,red/blush wine}
640	{tropical fruit}
641	{whipped/sour cream}
642	{yogurt,rolls/buns,instant coffee,soda,canned beer,waffles}
643	{canned beer}
644	{bottled water,bottled beer}
645	{sausage,whole milk,brown bread,soda}
646	{other vegetables,yogurt}
647	{beef,whole milk,rolls/buns,coffee}
648	{soda,fruit/vegetable juice,waffles}
649	{pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,chocolate}
650	{hamburger meat,curd,hard cheese,flour,pasta,margarine,sugar,Instant food products,fruit/vegetable juice,chewing gum,hygiene articles,napkins}
651	{tropical fruit,other vegetables,yogurt,frozen vegetables,margarine,pickled vegetables,cat food,detergent,pot plants}
652	{canned beer}
653	{newspapers}
654	{ham,whole milk,hard cheese,cat food}
655	{sparkling wine}
656	{whole milk,rolls/buns,pot plants,shopping bags}
657	{sausage,whole milk,rolls/buns,coffee,chocolate}
658	{photo/film}
659	{whole milk,mayonnaise,soda,newspapers}
660	{whole milk,mustard}
661	{oil}
662	{pot plants}
663	{sausage,whole milk,butter,cream cheese ,pickled vegetables,fruit/vegetable juice,long life bakery product}
664	{pastry,salty snack}
665	{ice cream,newspapers}
666	{bottled beer}
667	{rolls/buns}
668	{other vegetables,whole milk,butter,yogurt,beverages,sliced cheese,cereals,pot plants}
669	{liqueur}
670	{meat,other vegetables,whole milk,rolls/buns,sugar,coffee,bottled water,fruit/vegetable juice}
671	{meat,turkey,onions,other vegetables,sliced cheese,ice cream,sauces,waffles,dishes}
672	{tropical fruit,other vegetables,UHT-milk,domestic eggs,pot plants}
673	{mustard,soda,fruit/vegetable juice}
674	{whipped/sour cream,margarine,long life bakery product}
675	{berries,root vegetables,whole milk,butter,rolls/buns,salty snack}
676	{other vegetables,yogurt,chocolate}
677	{root vegetables,other vegetables,rolls/buns,light bulbs}
678	{pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles}
679	{rolls/buns,pastry,semi-finished bread}
680	{cooking chocolate}
681	{bottled water,shopping bags}
682	{canned beer}
683	{canned beer,shopping bags}
684	{whipped/sour cream}
685	{tropical fruit,yogurt,beverages,rolls/buns,waffles,specialty chocolate,shopping bags}
686	{sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers}
687	{frankfurter,curd,rolls/buns,brown bread,mustard,candy}
688	{shopping bags}
689	{newspapers}
690	{soda,fruit/vegetable juice}
691	{bottled water,white wine,newspapers}
692	{turkey,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,herbs,whole milk,butter,frozen vegetables,sauces,pickled vegetables,bottled water,rubbing alcohol,hygiene articles,napkins,flower (seeds)}
693	{other vegetables,packaged fruit/vegetables,UHT-milk,bottled water}
694	{citrus fruit,tropical fruit,pip fruit,berries,other vegetables,whipped/sour cream,soft cheese,brown bread,zwieback,soups,specialty vegetables,coffee,newspapers,shopping bags}
695	{condensed milk,pastry,chocolate}
696	{candy}
697	{pork,root vegetables,other vegetables,whole milk,cream cheese ,oil,chocolate,napkins}
698	{liquor}
699	{citrus fruit,dessert,newspapers}
700	{dessert,misc. beverages,fruit/vegetable juice,popcorn,shopping bags}
701	{other vegetables,whole milk,yogurt,spices}
702	{herbs,condensed milk,frozen vegetables,salt,oil,white wine,candles}
703	{citrus fruit,whole milk}
704	{soda}
705	{sausage,rolls/buns,shopping bags}
706	{root vegetables,margarine,bottled water,soda}
707	{meat,whipped/sour cream,coffee,chewing gum,dishes}
708	{soda,candy}
709	{fish,root vegetables,rolls/buns,roll products ,napkins}
710	{other vegetables,specialty bar}
711	{hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers}
712	{sausage,white wine,shopping bags}
713	{chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags}
714	{whole milk,yogurt,frozen potato products,brown bread,napkins}
715	{citrus fruit,root vegetables,margarine,cat food,shopping bags}
716	{hamburger meat,pip fruit,root vegetables,other vegetables}
717	{sweet spreads}
718	{waffles}
719	{tropical fruit,whole milk,pickled vegetables,soda}
720	{frozen meals,soda}
721	{other vegetables,butter,whipped/sour cream,processed cheese,frozen fruits}
722	{ham,pork,whole milk,yogurt,hard cheese,spread cheese,rolls/buns,white bread,brown bread,pastry,chocolate,abrasive cleaner,dental care,napkins,newspapers,shopping bags}
723	{UHT-milk,bottled water}
724	{root vegetables,whole milk,yogurt,rolls/buns,pot plants}
725	{beverages,frozen fish,salt,sugar,snack products}
726	{bottled water}
727	{sausage,beef,beverages,sliced cheese,rolls/buns,spices,house keeping products,flower (seeds)}
728	{hamburger meat,frozen meals,red/blush wine}
729	{sausage}
730	{fruit/vegetable juice}
731	{sausage,yogurt,fruit/vegetable juice,shopping bags}
732	{meat,other vegetables}
733	{root vegetables,other vegetables,butter,rolls/buns,flour,bottled water,liquor,candy}
734	{rolls/buns,newspapers}
735	{whole milk,rolls/buns,bottled water}
736	{frankfurter,whole milk,frozen vegetables,fruit/vegetable juice}
737	{dog food,pet care,shopping bags}
738	{napkins}
739	{chocolate}
740	{sausage,root vegetables,other vegetables,brown bread,long life bakery product}
741	{newspapers}
742	{pork}
743	{frankfurter,sausage,hamburger meat,pip fruit,other vegetables,whole milk,dessert,frozen meals,domestic eggs,soda}
744	{citrus fruit,tropical fruit,root vegetables,frozen meals,frozen fish,bottled water}
745	{bottled water}
746	{bottled beer}
747	{citrus fruit,other vegetables,yogurt,cream cheese ,bottled water,long life bakery product,specialty chocolate}
748	{pip fruit,other vegetables,butter,yogurt,whipped/sour cream,brown bread,pastry,fruit/vegetable juice,detergent}
749	{sausage,rolls/buns,pastry,soda,seasonal products,shopping bags}
750	{semi-finished bread,bottled beer,liquor}
751	{sausage,soda,specialty chocolate}
752	{frankfurter,sausage,beef,citrus fruit,pip fruit,berries,other vegetables,whole milk,hard cheese,frozen vegetables,pastry,oil,baking powder,dog food,fruit/vegetable juice,bottled beer,specialty chocolate,seasonal products,detergent,soap}
753	{whole milk}
754	{beef,bottled beer,cake bar}
755	{pastry}
756	{chicken,hamburger meat,herbs,dessert,beverages,oil,soda,dish cleaner}
757	{whole milk,yogurt,beverages,rolls/buns,bottled water,fruit/vegetable juice}
758	{rolls/buns}
759	{curd,whipped/sour cream,newspapers}
760	{dessert,UHT-milk,rolls/buns,pastry,canned beer}
761	{ham,rolls/buns,soda,shopping bags}
762	{other vegetables,whole milk,cream cheese }
763	{bottled beer}
764	{zwieback}
765	{citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,butter,bottled water,rubbing alcohol,hygiene articles,napkins}
766	{other vegetables,canned beer}
767	{other vegetables,butter milk,yogurt,fruit/vegetable juice}
768	{bottled water}
769	{beef,hamburger meat}
770	{sausage,whole milk,frozen dessert,mustard,jam,bottled water,hygiene articles}
771	{other vegetables,whole milk,frozen vegetables,canned fish,salty snack,seasonal products,detergent}
772	{turkey,root vegetables,other vegetables,whole milk,butter milk,UHT-milk,brown bread,bottled water}
773	{butter,pasta,canned fish,softener,flower (seeds)}
774	{tropical fruit,bottled beer}
775	{frankfurter,citrus fruit,tropical fruit,whole milk,white bread,chewing gum}
776	{tropical fruit}
777	{meat,hamburger meat,onions,other vegetables,condensed milk,brown bread}
778	{whipped/sour cream,frozen vegetables,hygiene articles}
779	{pork}
780	{citrus fruit,other vegetables,whole milk,margarine,bottled beer,newspapers}
781	{salty snack,specialty chocolate}
782	{rolls/buns,soda,specialty bar}
783	{pastry}
784	{liquor,specialty bar}
785	{other vegetables,whole milk,baking powder,coffee,flower (seeds)}
786	{tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,margarine,instant coffee,soda,newspapers}
787	{packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages}
788	{rolls/buns,canned fish,canned beer,waffles,newspapers}
789	{condensed milk,coffee}
790	{frankfurter,meat,white bread,newspapers}
791	{citrus fruit,pip fruit,other vegetables,whole milk,butter,cream cheese ,domestic eggs,vinegar,fruit/vegetable juice,softener,napkins}
792	{frozen meals,ice cream}
793	{chicken,pork,beef,other vegetables,salt,bottled water}
794	{citrus fruit,pip fruit,root vegetables,whole milk,butter,whipped/sour cream,salt,tea,bottled water,chocolate}
795	{frankfurter,sausage,curd,processed cheese,soda,canned beer}
796	{soda,bottled beer}
797	{frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products}
798	{beef,other vegetables,whole milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags}
799	{coffee,fruit/vegetable juice}
800	{other vegetables,butter milk,UHT-milk,brown bread,bottled water}
801	{sausage,chicken,grapes,whole milk,cream cheese ,ice cream,domestic eggs,pickled vegetables,soda,chocolate,shopping bags}
802	{sausage,root vegetables,soda,bottled beer,salty snack,popcorn}
803	{sausage,meat,butter,domestic eggs,cat food}
804	{oil,dental care,newspapers}
805	{frankfurter,beef,citrus fruit,whole milk,rolls/buns,semi-finished bread,coffee,bottled beer}
806	{whole milk}
807	{hamburger meat,other vegetables,whole milk,butter,specialty cheese,pastry,cereals}
808	{sausage,meat,hamburger meat,rubbing alcohol}
809	{whole milk,yogurt}
810	{citrus fruit,whole milk,yogurt,whipped/sour cream,rolls/buns}
811	{chicken,tropical fruit,rolls/buns,pastry,bottled water,red/blush wine,chocolate,newspapers}
812	{sausage,margarine,newspapers}
813	{sausage,chicken,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen meals,rolls/buns,cereals,coffee,nut snack,cake bar,cleaner,skin care,female sanitary products,house keeping products}
814	{liver loaf,ham,pip fruit,root vegetables,other vegetables,whole milk,curd,dessert,butter milk,yogurt,mayonnaise,white bread,pastry,rice,sugar,pet care,coffee,soda,fruit/vegetable juice,salty snack,long life bakery product,napkins}
815	{whole milk,yogurt,whipped/sour cream,sugar}
816	{long life bakery product,candy}
817	{chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda}
818	{curd,cake bar}
819	{brandy,liquor (appetizer)}
820	{frankfurter,rolls/buns,fruit/vegetable juice}
821	{potato products,flower (seeds)}
822	{yogurt,fruit/vegetable juice}
823	{frankfurter,rolls/buns}
824	{other vegetables,baking powder,napkins}
825	{rolls/buns}
826	{root vegetables,yogurt,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,pickled vegetables,soda,bottled beer}
827	{yogurt,brown bread,bottled beer,white wine}
828	{beef}
829	{pip fruit,whole milk,rolls/buns,ketchup,spices,chocolate}
830	{other vegetables,yogurt,whipped/sour cream,mayonnaise,domestic eggs,canned fruit,pet care,misc. beverages,sparkling wine}
831	{white bread}
832	{rolls/buns,soda}
833	{ham,processed cheese,rolls/buns}
834	{meat,chicken,hamburger meat,citrus fruit,whole milk,butter,butter milk,yogurt,soft cheese,frozen vegetables,domestic eggs,rolls/buns,fruit/vegetable juice,seasonal products}
835	{light bulbs}
836	{rolls/buns}
837	{ham,root vegetables,butter,bottled water,white wine}
838	{tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,misc. beverages,fruit/vegetable juice,red/blush wine,salty snack,detergent,shopping bags}
839	{shopping bags}
840	{soda}
841	{pork,beef,other vegetables,whole milk,pickled vegetables,long life bakery product,specialty chocolate}
842	{beef,hamburger meat,other vegetables,sliced cheese}
843	{other vegetables}
844	{chicken,pork,tropical fruit,curd cheese,cat food}
845	{rolls/buns,coffee,long life bakery product,detergent,shopping bags}
846	{yogurt,UHT-milk,domestic eggs,rolls/buns}
847	{hamburger meat,whole milk,canned vegetables,soda}
848	{finished products,cream cheese ,bottled water,specialty bar,shopping bags}
849	{chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles}
850	{waffles}
851	{sausage,chicken,hamburger meat,other vegetables,whole milk,butter milk,whipped/sour cream,white bread}
852	{whole milk,soft cheese,sliced cheese,domestic eggs,rolls/buns}
853	{hamburger meat,tropical fruit,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,white bread,Instant food products,tea,soda,bottled beer,specialty bar}
854	{hamburger meat,citrus fruit,root vegetables,other vegetables,ice cream,domestic eggs,rolls/buns,white bread,canned beer,long life bakery product,cling film/bags}
855	{grapes,pastry,coffee,hair spray}
856	{tropical fruit,packaged fruit/vegetables,cream cheese ,white bread,candy}
857	{sausage,chicken,beef,root vegetables,other vegetables,curd,yogurt,cream cheese ,ice cream,newspapers}
858	{whipped/sour cream,cream cheese }
859	{coffee,bottled beer}
860	{frankfurter,sausage,onions,other vegetables,curd,dessert,condensed milk,soft cheese,rolls/buns,pastry,potato products,soda,rum,specialty chocolate,shopping bags}
861	{beef,frozen vegetables,rolls/buns,soda,chewing gum,photo/film}
862	{bottled beer}
863	{pip fruit,yogurt,cream cheese ,meat spreads,coffee,specialty chocolate,seasonal products,cookware,shopping bags}
864	{ham,tropical fruit,butter,yogurt,processed cheese,white bread,soda,fruit/vegetable juice,specialty bar}
865	{frankfurter,tropical fruit,other vegetables,spices,flower (seeds)}
866	{beef,root vegetables,whole milk,condensed milk}
867	{sausage,pork,hamburger meat,citrus fruit,other vegetables,whole milk,soft cheese,domestic eggs,rolls/buns,sugar,cat food,chocolate}
868	{citrus fruit,oil,misc. beverages}
869	{beef,curd,cream cheese ,soda,photo/film}
870	{sausage,tropical fruit,onions,other vegetables,butter milk,curd cheese,rolls/buns,bottled water,abrasive cleaner}
871	{root vegetables,brown bread}
872	{hamburger meat,other vegetables,whole milk,yogurt,whipped/sour cream,mayonnaise,frozen vegetables,frozen fish,soups,fruit/vegetable juice,canned beer,detergent}
873	{bottled beer,liquor}
874	{whipped/sour cream}
875	{chicken,cream cheese ,rice}
876	{berries,whole milk,butter,whipped/sour cream,domestic eggs,flour,meat spreads,canned fish,bottled water,liquor,shopping bags}
877	{tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum}
878	{ham,berries,onions,whole milk,butter milk,yogurt,whipped/sour cream,cream cheese ,mayonnaise,pastry,semi-finished bread,chocolate,specialty chocolate,hygiene articles,cling film/bags}
879	{beef,whipped/sour cream,roll products }
880	{pip fruit,onions,whole milk}
881	{sausage,root vegetables,whole milk,pastry,soda,soap}
882	{bottled water,soda,chewing gum,napkins}
883	{frankfurter,liver loaf,pip fruit,whole milk,yogurt,beverages,cream cheese ,frozen vegetables,frozen meals,brown bread,pastry,cereals,bottled water,soda,fruit/vegetable juice,kitchen towels}
884	{citrus fruit,butter,dessert,processed cheese,white bread,pickled vegetables,seasonal products,dental care}
885	{chicken,whole milk}
886	{sausage,whole milk}
887	{sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder}
888	{sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products}
889	{curd,yogurt}
890	{fruit/vegetable juice,cake bar}
891	{beef,berries,root vegetables,whole milk,dessert,spread cheese,brown bread}
892	{frankfurter,other vegetables,rolls/buns,white bread,soda,white wine,chocolate,detergent}
893	{whole milk,specialty bar}
894	{yogurt}
895	{bottled water}
896	{turkey,citrus fruit,butter,whipped/sour cream,hard cheese,white bread}
897	{hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,salt,vinegar,oil,margarine,spices,coffee,bottled beer,newspapers}
898	{tropical fruit,other vegetables,rolls/buns}
899	{margarine,soda}
900	{brown bread,soda,fruit/vegetable juice,canned beer,newspapers,shopping bags}
901	{chicken,citrus fruit,yogurt,whipped/sour cream,spread cheese,margarine,softener}
902	{soda,bottled beer,shopping bags}
903	{beverages,processed cheese,coffee}
904	{liquor (appetizer)}
905	{yogurt}
906	{pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers}
907	{sausage,citrus fruit,berries,whipped/sour cream,rolls/buns,canned beer,specialty bar,napkins}
908	{frankfurter,yogurt,margarine,bottled water}
909	{whipped/sour cream}
910	{yogurt,rolls/buns}
911	{other vegetables,soda,shopping bags}
912	{packaged fruit/vegetables,dessert,semi-finished bread,canned beer}
913	{tropical fruit,whole milk,margarine,sugar}
914	{yogurt,bottled beer}
915	{other vegetables,butter}
916	{whole milk}
917	{frankfurter}
918	{soda,chocolate,candy}
919	{chicken,berries,root vegetables,whole milk,butter,whipped/sour cream,cereals,napkins,photo/film,flower (seeds)}
920	{specialty bar}
921	{rolls/buns,canned fruit}
922	{tropical fruit,root vegetables,other vegetables,frozen dessert,rolls/buns,flour,sweet spreads,salty snack,waffles,candy,bathroom cleaner}
923	{pip fruit,yogurt,ice cream,soda}
924	{whole milk,tea,bottled beer,napkins,cling film/bags}
925	{rolls/buns}
926	{whole milk,curd,cream cheese ,flour,coffee,bottled water,misc. beverages,newspapers}
927	{beef,root vegetables,whole milk,yogurt,pudding powder,sweet spreads}
928	{tropical fruit,root vegetables,whole milk,frozen vegetables,honey,baking powder,coffee,red/blush wine,chocolate marshmallow}
929	{cling film/bags}
930	{chicken,yogurt,cream cheese ,specialty cheese,margarine,canned vegetables,soda,candy,hygiene articles,dishes}
931	{chocolate}
932	{frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags}
933	{meat,other vegetables,whole milk,yogurt,soft cheese,sliced cheese,domestic eggs,margarine,cat food,pet care,coffee,bottled beer,red/blush wine,dish cleaner,napkins,kitchen towels}
934	{grapes,hard cheese,margarine,specialty fat,newspapers}
935	{beef,root vegetables,jam,toilet cleaner}
936	{other vegetables,whole milk}
937	{soda,salty snack,specialty bar,candy}
938	{yogurt,frozen vegetables,sweet spreads,bottled water,skin care,newspapers}
939	{sausage,citrus fruit,tropical fruit,grapes,other vegetables,packaged fruit/vegetables,butter,curd,butter milk,yogurt,brown bread,flour,fruit/vegetable juice,waffles,candy,shopping bags}
940	{finished products,white wine,shopping bags}
941	{tropical fruit,dessert,yogurt,UHT-milk,domestic eggs,rolls/buns,brown bread,canned vegetables,meat spreads,cake bar,chocolate,specialty chocolate}
942	{root vegetables,whole milk,pet care,detergent}
943	{pip fruit,curd,soda,bottled beer,softener,hygiene articles}
944	{citrus fruit,pastry}
945	{citrus fruit,pip fruit,other vegetables,whole milk,curd,frozen fish,domestic eggs,jam,dishes}
946	{butter,white wine}
947	{yogurt,rolls/buns,specialty bar}
948	{rolls/buns,canned beer}
949	{pip fruit}
950	{bottled beer,liquor}
951	{specialty chocolate}
952	{canned beer}
953	{citrus fruit,tropical fruit,grapes,other vegetables,frozen vegetables,pickled vegetables,fruit/vegetable juice,liquor,rum,liquor (appetizer),candy,cling film/bags}
954	{specialty chocolate}
955	{frozen meals,soda}
956	{citrus fruit,tropical fruit,pip fruit,chewing gum}
957	{chicken,pork,citrus fruit,berries,yogurt}
958	{other vegetables,oil}
959	{root vegetables,herbs,other vegetables,yogurt,brandy,salty snack,waffles,skin care,shopping bags}
960	{sausage,rolls/buns,bottled water,soda,newspapers,shopping bags}
961	{pip fruit}
962	{ham,hamburger meat,pip fruit,butter,butter milk,yogurt,frozen meals,rolls/buns,semi-finished bread,pasta,sweet spreads,waffles,softener,shopping bags}
963	{canned beer}
964	{citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback}
965	{butter,oil,margarine,specialty fat,chocolate,candy}
966	{canned beer}
967	{pastry}
968	{frankfurter,yogurt,sliced cheese,mayonnaise,salty snack}
969	{chicken,other vegetables,whipped/sour cream,pickled vegetables}
970	{hamburger meat,root vegetables,other vegetables,whole milk,soft cheese,house keeping products,newspapers}
971	{long life bakery product}
972	{whole milk,shopping bags}
973	{white bread}
974	{frankfurter,rolls/buns,chewing gum}
975	{tropical fruit,oil,cat food}
976	{whipped/sour cream,specialty fat,waffles,specialty chocolate}
977	{herbs,whole milk,butter,soups,bottled water,bottled beer}
978	{bags}
979	{sugar}
980	{citrus fruit,other vegetables,whole milk,butter,pastry,oil,bottled water,bottled beer,detergent}
981	{other vegetables}
982	{rolls/buns,brown bread}
983	{whole milk,cream cheese ,soda,fruit/vegetable juice}
984	{pip fruit,other vegetables,whole milk,frozen vegetables,domestic eggs,shopping bags}
985	{rolls/buns}
986	{root vegetables,onions,other vegetables,whole milk,frozen dessert,coffee,bottled beer}
987	{berries,whipped/sour cream,oil,dog food,liquor,dishes,shopping bags}
988	{sausage,ham,other vegetables,ice cream,white bread}
989	{turkey,other vegetables,whole milk,oil,instant coffee,specialty bar}
990	{soups}
991	{citrus fruit,other vegetables,whole milk,butter,dental care}
992	{whole milk}
